Time,SSS-RSRP,SSS-RePower
01:15.6,-126.7,-107.6
01:17.7,-128.4,-100.8
01:20.6,-131,-109.8
01:20.7,-139.3,-111.3
01:20.7,-118.4,-92.7
01:20.8,-121.3,-105.2
01:21.2,-139.5,-121.6
01:21.4,-125.8,-119.7
01:23.9,-97.9,-98.9
01:24.9,-126.3,-107.5
01:24.9,-110,-102.3
01:25.0,-122.2,-107.5
01:25.0,-123.8,-113
01:26.0,-123.9,-113.6
01:27.1,-130.4,-123.4
01:28.5,-131.1,-108.8
01:31.1,-101.7,-100.3
01:31.8,-136.3,-108.6
01:32.4,-128.7,-121.3
01:33.2,-110.9,-105.6
01:33.2,-122.6,-105.6
01:33.3,-124.7,-105.6
01:33.4,-112.5,-110.3
01:36.0,-120.3,-113.9
01:38.4,-122.2,-113.1
01:39.5,-113.3,-109.7
01:41.3,-114,-109.9
01:41.4,-132.3,-110.1
01:41.4,-138.6,-114.2
01:41.5,-116.1,-100
01:42.9,-137.3,-122
01:45.2,-133.3,-113.8
01:47.2,-131.8,-112.4
01:47.2,-125.8,-110.2
01:47.3,-116.3,-112.1
01:47.3,-128.7,-109.5
01:47.7,-127.8,-122.3
01:49.0,-130.2,-110.5
01:50.8,-118.3,-111.9
01:52.9,-131.4,-123.1
01:53.5,-113.7,-112
01:54.8,-132.7,-109.5
01:54.8,-124.4,-95.4
01:54.9,-113.3,-112.7
01:55.0,-126.6,-111.9
01:56.4,-113,-113
01:56.9,-132.5,-121.2
01:58.7,-125.1,-117.5
01:58.8,-124.8,-112.1
01:58.8,-127.4,-115.2
01:58.9,-126.9,-117.5
02:00.1,-117.9,-109.7
02:01.9,-115.8,-112.7
02:02.2,-121.7,-114.2
02:05.7,-101.9,-99.9
02:05.8,-133.2,-105.9
02:05.8,-137.3,-112.6
02:05.9,-126.4,-106
02:07.2,-118.1,-105.2
02:10.1,-119.8,-111.6
02:11.8,-116.7,-112.1
02:12.3,-118.5,-114.5
02:12.3,-122,-115.7
02:12.4,-112.4,-106.6
02:12.7,-120.1,-114.2
02:14.5,-125.5,-113.3
02:17.5,-120.1,-99.4
02:18.6,-127.5,-107.8
02:18.7,-118.2,-114.4
02:18.7,-124.3,-98.3
02:18.8,-111.3,-107.6
02:21.2,-131.5,-104.1
02:22.1,-113.8,-101.8
02:23.0,-111.1,-97.9
02:23.0,-127.6,-109.4
02:23.1,-111.3,-109.4
02:23.3,-130.7,-105
02:25.6,-122.4,-111.5
02:28.4,-117.5,-112.7
02:30.3,-128.1,-107
02:30.6,-133.6,-104.4
02:30.7,-116.1,-111.9
02:30.8,-123,-110.6
02:31.8,-106.5,-104.1
02:33.3,-128.8,-112.6
02:34.5,-112,-107.3
02:34.5,-128.8,-107.3
02:34.6,-122.8,-112.6
02:34.6,-116.5,-110.7
02:37.2,-112.9,-107.4
02:39.6,-124.8,-111
02:39.6,-103.1,-100.5
02:39.7,-130.6,-105.8
02:39.7,-117.6,-112.2
02:40.3,-109.5,-103.4
02:44.3,-116.7,-110.5
02:44.8,-118.5,-114.5
02:44.9,-128.5,-109.3
02:44.9,-125.6,-109.3
02:45.0,-137.1,-111.8
02:46.8,-114.4,-109.1
02:48.9,-118.7,-106.1
02:51.1,-130.1,-111.5
02:51.6,-111.1,-97.5
02:51.6,-128.8,-108.2
02:51.7,-112.2,-110.2
02:51.8,-121.6,-107.1
02:52.9,-120.3,-108.3
02:56.4,-120.5,-112.8
02:57.5,-132.2,-110.1
02:57.6,-117.1,-108.7
02:57.6,-119.8,-111.7
02:57.7,-115.8,-112.2
02:59.5,-119.5,-107
03:01.4,-113.1,-101.9
03:03.8,-111.4,-106.8
03:03.9,-118.9,-103.5
03:03.9,-115.6,-103.5
03:04.0,-111,-100.4
03:06.0,-121.5,-115
03:07.9,-104.7,-100.6
03:08.9,-90.5,-89.1
03:09.0,-104.1,-102.1
03:09.0,-122,-102.1
03:09.2,-127.1,-104.1
03:10.5,-130.7,-115.6
03:12.2,-112.2,-103.7
03:13.4,-116.1,-104.4
03:15.0,-99.5,-86.1
03:16.7,-120.4,-114.5
03:16.9,-100.7,-98.9
03:16.9,-108.1,-99.8
03:17.0,-120.8,-90.3
03:17.0,-129.1,-98.4
03:18.8,-128.8,-115.2
03:19.6,-122.7,-99.4
03:20.9,-113.6,-99.7
03:20.9,-104.8,-100
03:21.0,-122.4,-100.2
03:21.0,-122.4,-112.4
03:22.4,-106.8,-97.5
03:23.7,-121.8,-114
03:24.5,-115.3,-88.6
03:25.8,-124.3,-101
03:25.9,-103,-101.6
03:25.9,-107.8,-97.6
03:26.0,-103.3,-89.3
03:27.8,-131.7,-115.8
03:28.2,-106.3,-101.2
03:29.2,-112.3,-102.4
03:33.4,-124.6,-100.5
03:33.5,-103.4,-99.8
03:33.5,-85.6,-85.1
03:33.6,-85.3,-85.1
03:34.0,-127.6,-115.8
03:34.9,-106.9,-100.5
03:37.2,-113.3,-104.4
03:38.2,-124.8,-101.2
03:38.9,-127.8,-99.9
03:39.0,-114.3,-101.7
03:39.1,-112.8,-103.4
03:39.1,-125.3,-99.5
03:39.8,-84.7,-84.9
03:43.5,-108,-104.8
03:44.2,-93.5,-92.6
03:44.9,-133.8,-102.2
17:03:45,-111.4,-92.4
03:45.1,-124.1,-100.2
03:45.5,-99,-85.1
03:49.1,-120,-101.8
03:49.4,-100.6,-99.8
03:49.5,-126.3,-102.1
03:49.5,-109.7,-104
03:49.6,-122.8,-116.9
03:50.9,-117.3,-100.3
03:53.4,-107.8,-102.3
03:54.5,-105.1,-102.5
03:54.6,-124.5,-99.9
03:54.6,-92.1,-91.4
03:55.2,-103.1,-101.6
03:57.7,-122.8,-118.2
03:59.3,-129.6,-97.2
03:59.4,-115.1,-98.5
03:59.4,-118.7,-98.5
03:59.5,-121.6,-98.5
04:00.5,-116.1,-103.1
04:01.9,-104.4,-93.2
04:03.4,-109.4,-102.4
04:04.7,-114,-105.4
04:04.8,-120,-105
04:04.8,-110.5,-104.1
04:05.5,-126.8,-118.9
04:06.2,-120,-90.6
04:08.7,-120.9,-105.6
04:09.4,-110.9,-103.6
04:11.6,-128.2,-118.7
04:12.4,-99.4,-79.9
04:12.5,-120.9,-100.2
04:12.5,-118.5,-101.7
04:12.6,-124.6,-98.9
04:14.1,-103.9,-91.4
04:16.5,-94,-86.7
04:17.7,-119.8,-99.2
04:19.3,-95.3,-91
04:19.4,-87.9,-89.5
04:19.4,-100.6,-100
04:20.6,-115.2,-104.6
04:21.8,-98.6,-101
04:21.9,-122.3,-102.9
04:21.9,-103.8,-103.5
04:23.6,-135.4,-119.3
04:25.4,-106,-99.1
04:26.7,-121.6,-94.8
04:28.7,-97.8,-91.2
04:30.2,-105.1,-96.8
04:30.3,-98.4,-99.8
04:30.3,-105.7,-98.3
04:31.3,-119.4,-99.3
04:32.9,-122,-101.8
04:33.4,-126.4,-101.8
04:36.3,-97.9,-96
04:36.8,-90.3,-90.8
04:36.8,-115.5,-95.8
04:36.9,-116.2,-102
04:38.8,-115.6,-103
17:04:39,-128.5,-118.7
04:40.9,-110.9,-103.3
04:41.9,-116,-92.9
04:43.0,-108.6,-103
04:43.0,-126.7,-101.3
04:43.1,-133.7,-119.8
04:44.1,-120.7,-103.3
04:45.9,-128.3,-108.2
04:46.5,-136.1,-119.2
04:51.8,-129.5,-119.8
04:55.8,-120.7,-118.9
04:56.1,-134.3,-117.3
04:56.7,-119.8,-109.1
04:56.8,-117.8,-108.5
05:00.3,-103.7,-99.5
05:00.6,-123.6,-100.5
05:02.8,-137.8,-119.3
05:03.3,-113.3,-106.8
05:03.3,-130.3,-109.6
05:03.6,-122.3,-104.7
05:06.6,-138.2,-120.5
05:09.2,-124,-99.4
05:11.2,-125.2,-102.1
05:12.5,-121.3,-102.2
05:12.6,-126.6,-102.2
05:14.9,-119.8,-97.5
05:20.0,-131.3,-115.7
05:22.2,-93.2,-88.1
05:22.3,-77.2,-79.8
05:22.5,-120.6,-113
05:26.3,-127.6,-115.9
05:27.4,-120.8,-113
05:30.4,-112.1,-86.6
05:30.5,-110,-91.6
05:31.4,-131.1,-113.1
05:33.1,-129.7,-116.8
05:37.8,-95.4,-91.6
05:38.9,-98.4,-97.1
05:39.0,-130.4,-117
05:40.0,-124.3,-100.9
05:43.8,-120.4,-97
05:47.8,-100.8,-100.6
05:49.9,-124.5,-102.8
05:50.0,-118.5,-90.8
05:51.3,-131.7,-117.8
05:53.9,-120.1,-113
05:56.8,-124,-112
05:56.9,-129,-112.2
05:58.0,-112,-112
08:30.8,-123.3,-114.1
08:44.2,-129.3,-115
08:49.8,-127.8,-115.1
08:55.1,-127.3,-115.3
08:59.6,-127.5,-115.3
09:07.4,-128.1,-115.9
09:18.3,-123.9,-112.7
09:25.5,-126.6,-113.1
09:37.9,-125.7,-113.5
09:54.2,-127.1,-114.3
10:03.3,-127.9,-113.2
10:20.3,-129.1,-113.1
10:27.6,-113,-110.5
10:36.7,-128.2,-112.2
10:43.6,-121.6,-113.4
10:50.1,-132.1,-113.9
10:55.6,-116.2,-112.3
11:01.1,-108.5,-104.5
11:02.6,-120.2,-113.3
11:11.5,-126.3,-114.3
11:12.5,-117,-112.3
11:13.0,-115.5,-114.9
11:19.0,-131.9,-115.9
11:21.5,-121.6,-113.4
11:25.3,-131.6,-109.2
11:27.5,-120.6,-113.2
11:30.7,-121.7,-113.6
11:34.1,-122.5,-107.4
11:34.2,-122.2,-112.4
11:36.3,-128.5,-112
11:40.1,-132.4,-114.2
11:40.2,-118.1,-109
11:45.3,-122.7,-110.5
11:46.4,-128.6,-112.4
11:47.4,-112.5,-108.3
11:53.0,-110.3,-107.8
11:53.1,-135,-114.5
12:02.6,-123.2,-104.4
12:02.7,-116.4,-111.5
12:04.4,-121.5,-112.6
12:10.6,-131.1,-113.3
12:10.7,-111.1,-105.2
12:18.1,-130,-104.5
12:18.1,-119.8,-109.9
12:18.2,-131.6,-114.2
12:22.0,-122.5,-111.1
12:22.1,-110.7,-107.3
12:22.2,-131.7,-114.4
12:23.7,-121,-108.1
12:26.3,-115,-106.7
12:27.9,-117.5,-103.9
12:28.0,-122.4,-99.5
12:28.0,-117.4,-106.6
12:29.3,-113.8,-109.8
12:31.6,-114.9,-110.4
12:34.5,-114.3,-108.9
12:34.8,-118,-108.4
12:34.9,-122.4,-95
12:34.9,-101.7,-99.9
12:35.3,-101.7,-99.4
12:39.0,-128.2,-106.5
12:40.9,-127,-108.5
12:42.2,-125.8,-109.7
12:42.3,-112.3,-107.3
12:42.3,-124.1,-107.5
12:42.7,-124.6,-106.9
12:44.4,-111.8,-102.9
12:47.7,-119.6,-108.3
12:48.7,-102.1,-100.9
12:48.8,-103.9,-96
12:48.8,-119.3,-100.9
12:49.4,-125.3,-107.3
12:52.7,-126.6,-108.3
12:53.2,-126.8,-109.3
12:54.0,-101.2,-94.7
12:56.6,-128.6,-104.5
12:58.7,-115.7,-103.3
12:58.7,-95.4,-92.7
12:58.8,-102.2,-101.9
12:59.0,-110.5,-105.3
13:00.9,-108.4,-96.7
13:02.4,-117.7,-104.7
13:03.7,-127.5,-113.8
13:04.8,-119.2,-104.2
13:07.0,-92.5,-90.5
13:07.9,-101.6,-95.5
13:08.0,-96.4,-90.3
13:08.0,-95,-95.5
13:08.8,-99.4,-92
13:11.7,-110.2,-104.2
13:13.8,-123.3,-97.8
13:14.7,-122.7,-110
13:16.3,-104.6,-102.2
13:16.3,-113.3,-102.1
13:16.4,-127,-102.1
13:16.5,-97.1,-88
13:18.6,-123.3,-113.6
13:21.0,-120.2,-111
13:21.1,-121.9,-111
13:22.2,-120.2,-88.8
13:22.3,-88.6,-88.5
13:22.3,-129.4,-100.9
13:23.2,-107.6,-100.8
13:26.2,-130.8,-115.3
13:26.6,-101,-94.7
13:27.9,-128.6,-114.7
13:29.5,-125.5,-98.1
13:29.6,-121.2,-98.1
13:29.6,-101.7,-97.9
13:30.2,-102.7,-100.2
13:30.3,-107.5,-100.2
13:30.3,-112.8,-98.2
13:30.4,-103,-97.9
13:34.7,-129.2,-113.9
13:36.5,-112.2,-97.6
13:39.7,-122,-99.1
13:39.8,-103.1,-97.2
13:39.9,-107.8,-86.9
13:43.6,-119.8,-113.2
13:45.8,-112.7,-97.1
13:47.4,-124.8,-103
13:47.4,-127.9,-101
13:47.5,-119.6,-102.8
13:48.8,-124.5,-114.4
13:52.9,-124.9,-114.4
13:57.0,-115.2,-112.5
13:58.0,-130.5,-103.4
13:58.0,-108.5,-106.5
13:58.1,-117.7,-106.5
13:59.3,-107,-103.3
14:06.1,-129.1,-111.7
14:08.0,-126.2,-104.7
14:08.1,-110.9,-104.7
14:08.2,-125,-105.6
14:08.2,-124.7,-98.4
14:10.4,-124.1,-114.8
14:14.9,-121.8,-108.3
14:15.0,-126,-110.2
14:16.7,-118,-101.7
14:16.8,-124.6,-103
14:16.8,-123.9,-103.2
14:16.9,-117.9,-103.8
14:20.7,-103.4,-95.4
14:23.6,-107.9,-105.1
14:24.1,-125.8,-105.1
14:24.2,-107.8,-104.4
14:24.2,-119.3,-105.1
14:24.3,-107.5,-103.2
14:26.8,-106.5,-103.9
14:31.1,-113.8,-109.5
14:31.2,-108.2,-106.1
14:32.6,-124.8,-110.8
14:32.7,-110.6,-101.8
14:32.7,-110.2,-103.1
14:32.8,-113.2,-107.2
14:34.6,-116.1,-113.5
14:37.4,-109.8,-109.4
14:37.6,-113.2,-111.3
14:39.4,-128.1,-104.2
14:39.5,-123.3,-104
14:39.6,-122.4,-104.1
14:39.7,-107.1,-105.4
14:42.1,-128.8,-103.9
14:43.1,-132.7,-108.2
14:43.5,-121.2,-113.2
14:47.8,-120.9,-105.6
14:47.9,-122.5,-109.9
14:47.9,-101.3,-97.1
14:48.0,-102.4,-97
14:50.2,-122,-113.4
14:50.3,-134,-113.4
14:53.0,-112.3,-99.5
14:56.5,-117.5,-113.9
14:56.6,-128,-108.8
14:58.1,-115.9,-113.8
14:59.9,-105,-101.5
15:00.0,-116.9,-101.4
15:00.0,-100.5,-92.4
15:02.3,-127.9,-109.5
15:02.7,-129.4,-109.7
15:02.8,-122.9,-100.2
15:06.4,-113.1,-98.9
15:07.5,-130.3,-98
15:07.6,-106.3,-103.8
15:07.6,-130.2,-92
15:09.2,-130.3,-112.5
15:12.3,-111.2,-109.4
15:12.4,-127.7,-109.4
15:14.0,-112.9,-103.9
15:16.3,-125.2,-101.2
15:16.3,-107.7,-104.3
15:16.4,-115.9,-97.4
15:16.9,-128.1,-109
15:19.9,-131.7,-113.9
15:20.0,-129.7,-114.1
15:20.7,-120,-112.9
15:25.0,-116.7,-112.2
15:25.2,-105.9,-104.6
15:25.3,-124.5,-106.3
15:25.3,-108.4,-106.2
15:27.0,-130.9,-103.5
15:27.3,-115.5,-113.2
15:27.4,-128.6,-113.7
15:30.4,-128.2,-110.1
15:33.9,-118,-107.7
15:34.0,-113.4,-112.4
15:36.3,-131.9,-107.5
15:36.4,-99.1,-95
15:36.5,-122.6,-105.2
15:36.7,-107.2,-107.1
15:41.9,-108,-109.3
15:43.1,-106.8,-106.2
15:43.2,-121.2,-114.1
15:46.2,-115.5,-105.7
15:46.3,-110.2,-107.9
15:46.4,-115.6,-109.3
15:46.4,-107.5,-94.9
15:48.7,-107.4,-106.9
15:48.8,-119.7,-106.9
15:51.1,-116.7,-111.2
15:53.9,-112.9,-107.5
15:54.1,-104.2,-104.2
15:55.1,-115.3,-105.9
15:55.2,-118,-110
15:55.3,-103.9,-98.2
15:56.9,-113.3,-108.1
15:58.7,-101.5,-103.6
16:01.5,-109,-105.6
16:01.6,-117.8,-100.1
16:03.5,-100.5,-102
16:06.3,-123.5,-110.6
16:06.4,-119.4,-91.2
16:06.4,-109.8,-97.6
16:07.5,-107.5,-106.7
16:09.2,-99.6,-97.2
16:10.5,-109.3,-107.5
16:16.2,-124.9,-98.8
16:16.8,-103.8,-98.7
16:16.9,-99.5,-95.9
16:17.0,-110.5,-106.2
16:18.0,-110.8,-99.4
16:18.1,-108.5,-101.1
16:22.8,-102.3,-103.5
16:23.6,-115.8,-112.2
16:23.7,-99,-97.5
16:23.8,-121,-109.8
16:24.9,-118.1,-105
16:25.0,-104.1,-93.5
16:26.6,-111.6,-109.3
16:30.8,-116.6,-104.9
16:30.9,-114.2,-108.3
16:32.5,-114.7,-109.4
16:32.6,-132.8,-111.2
16:32.7,-118.7,-112.5
16:32.7,-109.5,-99.8
16:37.3,-113.3,-112.7
16:39.0,-110.5,-107.8
16:39.1,-124.5,-111.1
16:40.4,-132.7,-107.2
16:40.5,-96.6,-93.4
16:40.5,-118.1,-106.7
16:43.4,-122.8,-110.8
16:43.9,-113.3,-107.2
16:44.0,-119.8,-101.8
16:45.2,-112.9,-110.1
16:46.7,-131,-110.6
16:46.8,-132,-111.5
16:46.9,-124.6,-108.2
16:49.3,-121.8,-116.8
16:52.5,-121.5,-116.5
16:52.6,-126.8,-116.5
16:52.7,-128.2,-116.4
16:54.3,-106.2,-99.2
16:54.4,-114.7,-109.2
16:54.5,-117.5,-112.2
16:55.2,-130.4,-110
16:59.2,-122.5,-118.4
17:01.9,-125.1,-110.6
17:02.0,-134.8,-116.3
17:02.7,-126.9,-108.2
17:05.4,-115.9,-107.5
17:05.5,-119.8,-109.9
17:05.6,-127.6,-113.4
17:08.3,-132.4,-115.6
17:08.4,-134.6,-118.1
17:08.5,-127,-110.1
17:12.8,-127.8,-117
17:14.4,-115.3,-107.7
17:14.5,-103.1,-103.2
17:14.5,-123.4,-111
17:15.2,-113.7,-105.7
17:16.0,-129.1,-114.2
17:16.1,-135.2,-118.4
17:18.2,-130.9,-112.2
17:22.1,-119.3,-111.3
17:22.7,-132.7,-115.9
17:22.7,-124.5,-116.8
17:22.8,-114,-112.1
17:22.8,-128.6,-115.9
17:22.8,-126.7,-116.8
17:26.2,-126.9,-114
17:28.3,-119.2,-114.7
17:28.4,-129.8,-114.7
17:28.4,-121.4,-110.3
17:31.0,-128.2,-113.7
17:33.0,-128.4,-112.9
17:33.1,-105.8,-105.6
17:33.3,-132.1,-115.8
17:36.3,-114.5,-104
17:36.4,-112.1,-108.8
17:36.5,-122.4,-111
17:38.1,-121.5,-113.3
17:41.1,-132,-118.5
17:41.2,-126.8,-118.5
17:41.2,-133.4,-115.7
17:43.0,-132.1,-117.8
17:43.8,-121.3,-111.3
17:43.9,-119.2,-113.2
17:44.0,-103.4,-102.7
17:46.7,-110,-110.7
17:49.3,-134,-105
17:49.4,-132.3,-105
17:49.4,-128.6,-108.1
17:51.4,-117.5,-111.5
17:51.5,-127.9,-111.8
17:51.6,-115.5,-111.5
17:54.4,-126.3,-117.1
17:56.5,-115,-112.9
17:56.5,-134.4,-113.9
17:56.6,-115,-109.4
17:56.7,-126.1,-115.1
17:58.7,-125.1,-113.7
18:01.4,-123.6,-112.8
18:01.9,-127.7,-117
18:02.0,-119.5,-115.1
18:02.1,-97.5,-99.7
18:03.8,-123.7,-109.9
18:03.8,-112.8,-109.9
18:03.9,-115.5,-112.4
18:03.9,-116.3,-112.3
18:07.0,-133.1,-113.8
18:08.6,-117.8,-115.2
18:09.9,-130.8,-117.2
18:11.2,-130.8,-111.7
18:11.3,-121.1,-113.3
18:11.3,-124.7,-111.6
18:12.0,-114.4,-110.8
18:14.8,-126.4,-113.3
18:14.9,-128.3,-117.4
18:15.0,-107.8,-108.5
18:18.8,-116.3,-109.7
18:19.2,-130.2,-108.8
18:19.2,-114,-111.3
18:19.3,-127.5,-107.2
18:20.6,-109.4,-108.7
18:22.6,-134.1,-117.3
18:22.7,-113.8,-109.4
18:22.8,-134.4,-117.7
18:26.5,-94.8,-97.2
18:28.8,-131.7,-106.9
18:28.8,-124.7,-99.5
18:28.9,-130.1,-104.4
18:30.2,-107.9,-96.5
18:33.0,-109.9,-105.9
18:34.1,-132.7,-112.5
18:34.2,-109.2,-108.8
18:35.0,-123.9,-115.3
18:37.2,-105.8,-103.4
18:37.3,-119.2,-103.2
18:37.3,-123.5,-109.3
18:37.6,-111.4,-104.6
18:40.6,-115.9,-99.6
18:42.2,-125.1,-116.8
18:42.2,-129.9,-116.5
18:42.5,-103.4,-98.8
18:46.4,-129,-113.7
18:46.7,-92.4,-92.8
18:46.8,-121.7,-98.3
18:54.2,-134.6,-116.8
18:54.3,-128.6,-116.8
18:54.4,-123.6,-117
18:57.0,-126.1,-113.5
18:57.1,-122.2,-111.9
18:57.1,-110.8,-109
18:57.2,-113.3,-109
19:02.1,-130,-118.5
19:02.2,-122.8,-117.5
19:05.7,-137.4,-114.5
19:05.8,-134.7,-106.5
19:05.9,-123.8,-115.2
19:05.9,-119.7,-112.6
19:10.0,-128.1,-115.6
19:10.1,-129.4,-115.6
19:10.2,-120.2,-114.5
19:13.2,-123.3,-108.7
19:13.2,-125.7,-115.1
19:13.3,-133.8,-114.1
19:18.2,-122.2,-117.6
19:18.3,-104.6,-103.6
19:18.4,-109.7,-109.1
19:20.2,-126.2,-111.1
19:20.3,-125.1,-116.6
19:20.3,-134,-115.8
19:20.4,-131.9,-111.1
19:23.7,-112.2,-111.2
19:27.6,-114.7,-115.3
19:27.7,-137.8,-115.1
19:27.7,-123.1,-114.9
19:27.7,-125.7,-116.5
19:27.7,-123.6,-113
19:27.8,-138,-115
19:27.8,-120.9,-114
19:36.2,-114.3,-112
19:36.3,-110.1,-108.7
19:36.3,-132,-106
19:36.4,-126.4,-112.8
19:36.5,-127,-119
19:36.6,-120.5,-116
19:41.2,-129.5,-115.9
19:46.3,-134,-115.7
19:46.4,-134,-117.1
19:46.4,-115.6,-112.2
19:46.5,-128.6,-114.8
19:51.6,-124,-112.3
19:58.3,-135.1,-118.3
20:03.5,-113.3,-111.7
20:06.2,-127.5,-118.7
20:06.4,-127.2,-111
20:13.7,-130.2,-114.2
20:19.3,-134.7,-119.5
20:23.5,-123.4,-113.3
20:29.4,-119.1,-107.6
20:29.5,-122.9,-107.6
20:30.3,-129.9,-116.1
20:38.0,-129.4,-113.9
20:47.5,-118.1,-114.8
20:55.8,-124.4,-111.3
21:13.1,-121.7,-112.8
21:21.3,-119.7,-113.6
21:33.5,-123.6,-114.9
21:50.0,-123.4,-113.6
21:55.4,-119.9,-112
22:01.2,-130.9,-115
22:10.6,-131.7,-115.7
22:19.7,-115.6,-111.9
22:26.9,-128.6,-114.4
22:35.7,-125.5,-113.9
22:41.0,-114.9,-110
22:46.4,-130,-115.8
22:46.5,-128.8,-115.8
25:32.5,-135.5,-118.3
25:32.6,-128.7,-120.5
25:37.2,-139.3,-120.5
25:37.3,-138.4,-121.7
25:43.5,-133.1,-120.5
25:43.6,-127.8,-118.6
25:43.7,-134.6,-115.8
25:47.4,-130.2,-120.1
25:47.5,-138.3,-120.6
25:47.6,-118.4,-117
25:52.0,-125.9,-120
25:54.9,-141.4,-122
25:55.0,-129,-121
25:56.6,-132.9,-120.6
26:01.4,-131.7,-122.1
26:03.2,-133.7,-121.5
26:04.6,-134.3,-123
26:06.7,-139.7,-124
26:06.8,-132.3,-115.2
26:08.9,-130.8,-121.4
26:13.8,-130.8,-118.7
26:14.0,-131.5,-112.8
26:20.6,-121,-115.1
26:21.4,-129.8,-118.9
26:25.4,-128.9,-119
26:27.7,-136.1,-118.8
26:28.0,-132.7,-118.5
26:33.0,-134.8,-119.5
26:37.8,-129.2,-114.6
26:38.9,-138.2,-120.6
26:39.0,-134.3,-119.7
26:41.4,-129.2,-119.5
26:43.4,-134.8,-120.6
26:44.4,-126.9,-114.1
26:44.6,-126.2,-114.5
26:48.4,-129,-118.7
26:51.0,-117.9,-111.8
26:52.1,-130.3,-114.5
26:52.2,-133.6,-114.5
26:55.0,-134.4,-120.3
26:57.1,-128.4,-115.3
26:57.9,-130.9,-119.9
27:01.5,-135.6,-120.1
27:01.9,-135.5,-120
27:02.8,-121.3,-115.2
27:06.3,-133.5,-119.6
27:08.3,-135.7,-121.2
27:08.4,-131.9,-120.4
27:13.1,-137.4,-120.9
27:13.3,-118.4,-114.7
27:13.9,-132.9,-119.4
27:16.5,-133.2,-119.9
27:16.7,-132.8,-119.3
27:19.6,-127.9,-119.4
27:19.7,-138.9,-120.5
27:21.3,-131,-113.7
27:23.5,-132.2,-120.4
27:23.6,-133.9,-120.4
27:27.2,-126.1,-120
27:27.4,-138.8,-120.2
27:32.7,-125.2,-120.3
27:34.0,-134.1,-121
27:34.1,-130,-121
27:37.4,-138.9,-122.2
27:37.5,-125.5,-112.5
27:40.8,-130.7,-120.8
27:42.6,-127.5,-119.9
27:42.9,-129.9,-119.9
27:47.4,-133.2,-121
27:47.5,-137.1,-119.9
27:50.2,-123.4,-118.2
27:51.1,-128.5,-118.9
27:51.2,-127.8,-121.3
27:54.3,-110,-110.1
27:56.6,-124.3,-116.3
27:56.7,-133.9,-120.7
28:02.5,-119.1,-110.9
28:02.6,-123.9,-118.4
28:03.6,-121.4,-118.3
28:06.0,-133.7,-115.7
28:06.1,-131.4,-119.8
28:07.3,-117.5,-114
28:10.5,-131.8,-118.6
28:10.6,-133.3,-119.2
28:10.7,-135,-118.6
28:12.0,-118.3,-115.3
28:14.5,-132.8,-115.4
28:14.6,-117.1,-114.6
28:14.7,-127.1,-116.1
28:18.5,-129,-119.2
28:19.6,-134.3,-119.6
28:19.7,-131.4,-121.1
28:21.8,-133,-119.2
28:26.3,-135.8,-121.4
28:26.3,-137.5,-115.5
28:26.4,-123.1,-117.6
28:27.6,-136,-120.9
28:28.9,-138.3,-117.3
28:29.0,-136.3,-117
28:29.1,-123.3,-117.3
28:32.2,-126.9,-115.5
28:34.4,-130.3,-116.6
28:34.6,-124.3,-116.8
28:35.8,-137.8,-121.5
28:38.7,-133.5,-119.1
28:39.2,-124.3,-116.4
28:40.1,-135,-120.9
28:41.7,-133.4,-115.2
28:43.1,-121.2,-115.8
28:44.2,-134.8,-118.4
28:46.1,-121.9,-115.4
28:48.0,-128.5,-120
28:49.0,-119.7,-115.5
28:49.9,-116,-114.2
28:52.1,-136.7,-120.8
28:53.6,-133.5,-117.2
28:53.8,-131.3,-117.2
28:54.3,-126.3,-116.1
28:56.9,-125.7,-117.5
28:58.9,-135.6,-118.6
28:59.1,-128.8,-117
29:02.3,-135.6,-118.6
29:03.2,-124.1,-115.2
29:03.3,-129.3,-115.1
29:04.0,-123.4,-113.7
29:07.4,-119.7,-113.8
29:09.6,-128.3,-117.6
29:09.7,-127.3,-110.1
29:12.0,-116.1,-111.6
29:14.8,-115.3,-111.7
29:15.7,-117.1,-113.4
29:15.8,-132.3,-112.8
29:19.9,-135.3,-122.5
29:23.0,-137.3,-122.7
29:23.9,-121.8,-116.8
29:26.6,-118.8,-113.4
29:28.8,-120.7,-115.7
29:28.9,-134.3,-118.6
29:31.5,-132.3,-118.6
29:35.8,-129.4,-97.6
29:35.9,-131,-104.4
29:43.3,-126.6,-117.3
29:45.2,-133.6,-116.1
29:45.4,-135.3,-118.7
29:50.1,-119,-113.5
29:50.2,-128.4,-117.7
29:51.9,-127.6,-115.1
29:54.9,-124.6,-117
29:55.0,-124.5,-117.8
29:55.0,-128.7,-114.8
29:57.7,-128.8,-109.3
30:01.4,-123.8,-110
30:01.5,-131.9,-108.4
30:01.6,-129.9,-112.4
30:04.3,-121.2,-111.7
30:08.6,-131.1,-107.2
30:11.0,-132.5,-108.8
30:11.1,-132.3,-107
30:11.1,-129.6,-107
30:11.6,-130.3,-111.7
30:15.5,-107,-97.9
30:19.7,-100.5,-98.3
30:19.7,-126,-102.3
30:19.8,-133,-102
30:24.8,-102.1,-97.1
30:27.0,-109.1,-97.8
30:27.8,-128.4,-100.7
30:27.9,-109.7,-100.8
30:27.9,-114.3,-98.5
30:30.8,-103.9,-100.7
30:32.7,-113.5,-100.7
30:35.5,-106.5,-105.9
30:37.8,-107.8,-95.8
